name,path,pose,gaze,control,scene_obj,scene_cam,video,MS_rating,face,manual,Check
401_2_Frisbee_Golf,/data/VR_NET/zipped/26/401_2_Frisbee_Golf.zip,1,1,1,0,0,1,1,1,0,
411_2_VR_Bank,/data/VR_NET/zipped/26/411_2_VR_Bank.zip,1,1,1,0,0,1,1,1,0,
401_1_Delivery_Dash,/data/VR_NET/zipped/26/401_1_Delivery_Dash.zip,1,1,1,0,0,1,1,1,0,
408_1_Red_Dead,/data/VR_NET/zipped/26/408_1_Red_Dead.zip,1,1,1,0,0,1,1,1,0,
412_2_VR_Bank,/data/VR_NET/zipped/26/412_2_VR_Bank.zip,1,1,1,0,0,1,1,1,0,
410_2_VR_Bank,/data/VR_NET/zipped/26/410_2_VR_Bank.zip,1,1,1,0,0,1,1,1,0,
407_2_Red_Dead,/data/VR_NET/zipped/26/407_2_Red_Dead.zip,1,1,1,0,0,1,1,1,0,
409_1_VR_Bank,/data/VR_NET/zipped/26/409_1_VR_Bank.zip,1,1,1,0,0,1,1,1,0,
405_2_VR_Bank,/data/VR_NET/zipped/26/405_2_VR_Bank.zip,1,1,1,0,0,1,1,1,0,
400_2_Frisbee_Golf,/data/VR_NET/zipped/26/400_2_Frisbee_Golf.zip,1,1,1,0,0,1,1,1,0,
406_2_VR_Bank,/data/VR_NET/zipped/26/406_2_VR_Bank.zip,1,1,1,0,0,1,1,1,0,
413_1_Junior_Chef,/data/VR_NET/zipped/26/413_1_Junior_Chef.zip,1,1,1,0,0,1,1,1,0,
413_2_Live_Sandbox,/data/VR_NET/zipped/26/413_2_Live_Sandbox.zip,1,1,1,0,0,1,1,1,0,
400_1_Delivery_Dash,/data/VR_NET/zipped/26/400_1_Delivery_Dash.zip,1,1,1,0,0,1,1,1,0,
404_1_Red_Dead,/data/VR_NET/zipped/26/404_1_Red_Dead.zip,1,1,1,0,0,1,1,1,0,
405_1_Red_Dead,/data/VR_NET/zipped/26/405_1_Red_Dead.zip,1,1,1,0,0,1,1,1,0,
402_1_Delivery_Dash,/data/VR_NET/zipped/26/402_1_Delivery_Dash.zip,1,1,1,0,0,1,1,1,0,
407_1_VR_Bank,/data/VR_NET/zipped/26/407_1_VR_Bank.zip,1,1,1,0,0,1,1,1,0,
403_1_Red_Dead,/data/VR_NET/zipped/26/403_1_Red_Dead.zip,1,1,1,0,0,1,1,1,0,
414_2_Live_Sandbox,/data/VR_NET/zipped/26/414_2_Live_Sandbox.zip,1,1,1,0,0,1,1,1,0,
408_2_VR_Bank,/data/VR_NET/zipped/26/408_2_VR_Bank.zip,1,1,1,0,0,1,1,1,0,
403_2_VR_Bank,/data/VR_NET/zipped/26/403_2_VR_Bank.zip,1,1,1,0,0,1,1,1,0,
414_1_Junior_Chef,/data/VR_NET/zipped/26/414_1_Junior_Chef.zip,1,1,1,0,0,1,1,1,0,
412_1_Red_Dead,/data/VR_NET/zipped/26/412_1_Red_Dead.zip,1,1,1,0,0,1,1,1,0,
411_1_Red_Dead,/data/VR_NET/zipped/26/411_1_Red_Dead.zip,1,1,1,0,0,1,1,1,0,
406_1_Red_Dead,/data/VR_NET/zipped/26/406_1_Red_Dead.zip,1,1,1,0,0,1,1,1,0,
142_1_Roommate,/data/VR_NET/zipped/8/142_1_Roommate.zip,1,1,1,1,1,1,1,0,0,
132_2_Kawaii_Daycare,/data/VR_NET/zipped/8/132_2_Kawaii_Daycare.zip,1,1,1,1,1,1,1,0,0,
135_1_Waffle_Restaurant,/data/VR_NET/zipped/8/135_1_Waffle_Restaurant.zip,1,1,1,1,1,1,1,0,0,
144_1_Waffle_Restaurant,/data/VR_NET/zipped/8/144_1_Waffle_Restaurant.zip,1,1,1,1,1,1,1,0,0,
143_1_Waffle_Restaurant,/data/VR_NET/zipped/8/143_1_Waffle_Restaurant.zip,1,1,1,1,1,1,1,0,0,
136_1_Waffle_Restaurant,/data/VR_NET/zipped/8/136_1_Waffle_Restaurant.zip,1,1,1,1,1,1,1,0,0,
134_1_Giant_Paddle_Golf,/data/VR_NET/zipped/8/134_1_Giant_Paddle_Golf.zip,1,1,1,1,1,1,1,0,0,
145_2_Waffle_Restaurant,/data/VR_NET/zipped/8/145_2_Waffle_Restaurant.zip,1,1,1,1,1,1,1,0,0,
142_2_Waffle_Restaurant,/data/VR_NET/zipped/8/142_2_Waffle_Restaurant.zip,1,1,1,1,1,1,1,0,0,
133_2_Kawaii_Daycare,/data/VR_NET/zipped/8/133_2_Kawaii_Daycare.zip,1,1,1,1,1,1,1,0,0,
137_1_Waffle_Restaurant,/data/VR_NET/zipped/8/137_1_Waffle_Restaurant.zip,1,1,1,1,1,1,1,0,0,
138_2_Roommate,/data/VR_NET/zipped/8/138_2_Roommate.zip,1,1,1,1,1,1,1,0,0,
144_2_Roommate,/data/VR_NET/zipped/8/144_2_Roommate.zip,1,1,1,1,1,1,1,0,0,
132_1_Giant_Paddle_Golf,/data/VR_NET/zipped/8/132_1_Giant_Paddle_Golf.zip,1,1,1,1,1,1,1,0,0,
134_2_Kawaii_Daycare,/data/VR_NET/zipped/8/134_2_Kawaii_Daycare.zip,1,1,1,1,1,1,1,0,0,
139_1_Waffle_Restaurant,/data/VR_NET/zipped/8/139_1_Waffle_Restaurant.zip,1,1,1,1,1,1,1,0,0,
138_1_Waffle_Restaurant,/data/VR_NET/zipped/8/138_1_Waffle_Restaurant.zip,1,1,1,1,1,1,1,0,0,
139_2_Roommate,/data/VR_NET/zipped/8/139_2_Roommate.zip,1,1,1,1,1,1,1,0,0,
136_2_Roommate,/data/VR_NET/zipped/8/136_2_Roommate.zip,1,1,1,1,1,1,1,0,0,
137_2_Roommate,/data/VR_NET/zipped/8/137_2_Roommate.zip,1,1,1,1,1,1,1,0,0,
140_2_Roommate,/data/VR_NET/zipped/8/140_2_Roommate.zip,1,1,1,1,1,1,1,0,0,
141_1_Roommate,/data/VR_NET/zipped/8/141_1_Roommate.zip,1,1,1,1,1,1,1,0,0,
131_2_Kawaii_Daycare,/data/VR_NET/zipped/8/131_2_Kawaii_Daycare.zip,1,1,1,0,0,0,1,0,0,
133_1_Giant_Paddle_Golf,/data/VR_NET/zipped/8/133_1_Giant_Paddle_Golf.zip,1,1,1,1,1,1,1,0,0,
141_2_Waffle_Restaurant,/data/VR_NET/zipped/8/141_2_Waffle_Restaurant.zip,1,1,1,1,1,1,1,0,0,
143_2_Roommate,/data/VR_NET/zipped/8/143_2_Roommate.zip,1,1,1,1,1,1,1,0,0,
146_1_City_Parkour,/data/VR_NET/zipped/8/146_1_City_Parkour.zip,1,1,1,1,1,1,1,0,0,
377_2_Retro_Zombie,/data/VR_NET/zipped/24/377_2_Retro_Zombie.zip,1,1,1,0,0,1,1,1,0,
372_1_Retro_Zombie,/data/VR_NET/zipped/24/372_1_Retro_Zombie.zip,1,1,1,0,0,1,1,1,0,
373_2_Retro_Zombie,/data/VR_NET/zipped/24/373_2_Retro_Zombie.zip,1,1,1,0,0,1,1,1,0,
384_1_Kawaii_House,/data/VR_NET/zipped/24/384_1_Kawaii_House.zip,1,1,1,0,0,1,1,1,0,
380_2_Kawaii_Playroom,/data/VR_NET/zipped/24/380_2_Kawaii_Playroom.zip,1,1,1,0,0,1,1,1,0,
382_1_Retro_Zombie,/data/VR_NET/zipped/24/382_1_Retro_Zombie.zip,1,1,1,0,0,1,1,1,0,
374_1_Kawaii_Playroom,/data/VR_NET/zipped/24/374_1_Kawaii_Playroom.zip,1,1,1,0,0,1,1,1,0,
375_2_Kawaii_Playroom,/data/VR_NET/zipped/24/375_2_Kawaii_Playroom.zip,1,1,1,0,0,1,1,1,0,
369_1_Mega_Tasty_BBQ,/data/VR_NET/zipped/24/369_1_Mega_Tasty_BBQ.zip,1,1,1,0,0,1,1,1,0,
374_2_Retro_Zombie,/data/VR_NET/zipped/24/374_2_Retro_Zombie.zip,1,1,1,0,0,1,1,1,0,
369_2_Zoo_Chef_Challenge,/data/VR_NET/zipped/24/369_2_Zoo_Chef_Challenge.zip,1,1,1,0,0,1,1,1,0,
383_1_Kawaii_House,/data/VR_NET/zipped/24/383_1_Kawaii_House.zip,1,1,1,0,0,1,1,1,0,
379_1_Retro_Zombie,/data/VR_NET/zipped/24/379_1_Retro_Zombie.zip,1,1,1,0,0,1,1,1,0,
377_1_Kawaii_Playroom,/data/VR_NET/zipped/24/377_1_Kawaii_Playroom.zip,1,1,1,0,0,1,1,1,0,
376_2_Retro_Zombie,/data/VR_NET/zipped/24/376_2_Retro_Zombie.zip,1,1,1,0,0,1,1,1,0,
376_1_Kawaii_Playroom,/data/VR_NET/zipped/24/376_1_Kawaii_Playroom.zip,1,1,1,0,0,1,1,1,0,
371_1_Zoo_Chef_Challenge,/data/VR_NET/zipped/24/371_1_Zoo_Chef_Challenge.zip,1,1,1,0,0,1,1,1,0,
373_1_Kawaii_Playroom,/data/VR_NET/zipped/24/373_1_Kawaii_Playroom.zip,1,1,1,0,0,1,1,1,0,
381_1_Retro_Zombie,/data/VR_NET/zipped/24/381_1_Retro_Zombie.zip,1,1,1,0,0,1,1,1,0,
371_2_Mega_Tasty_BBQ,/data/VR_NET/zipped/24/371_2_Mega_Tasty_BBQ.zip,1,1,1,0,0,1,1,1,0,
383_2_Bonnie_Revenge,/data/VR_NET/zipped/24/383_2_Bonnie_Revenge.zip,1,1,1,0,0,1,1,1,0,
372_2_Kawaii_Playroom,/data/VR_NET/zipped/24/372_2_Kawaii_Playroom.zip,1,1,1,0,0,1,1,1,0,
375_1_Retro_Zombie,/data/VR_NET/zipped/24/375_1_Retro_Zombie.zip,1,1,1,0,0,1,1,1,0,
384_2_Bonnie_Revenge,/data/VR_NET/zipped/24/384_2_Bonnie_Revenge.zip,1,1,1,0,0,1,1,1,0,
382_2_Kawaii_Playroom,/data/VR_NET/zipped/24/382_2_Kawaii_Playroom.zip,1,1,1,0,0,1,1,1,0,
370_1_Mega_Tasty_BBQ,/data/VR_NET/zipped/24/370_1_Mega_Tasty_BBQ.zip,1,1,1,0,0,1,1,1,0,
379_2_Kawaii_Playroom,/data/VR_NET/zipped/24/379_2_Kawaii_Playroom.zip,1,1,1,0,0,1,1,1,0,
380_1_Retro_Zombie,/data/VR_NET/zipped/24/380_1_Retro_Zombie.zip,1,1,1,0,0,1,1,1,0,
370_2_Zoo_Chef_Challenge,/data/VR_NET/zipped/24/370_2_Zoo_Chef_Challenge.zip,1,1,1,0,0,1,1,1,0,
381_2_Kawaii_Playroom,/data/VR_NET/zipped/24/381_2_Kawaii_Playroom.zip,1,1,1,0,0,1,1,1,0,
70_1_Wake_the_Robot,/data/VR_NET/zipped/3/70_1_Wake_the_Robot.zip,1,1,1,1,1,1,1,0,0,
61_1_The_aquarium,/data/VR_NET/zipped/3/61_1_The_aquarium.zip,1,1,1,1,1,1,1,0,0,
56_1_The_aquarium,/data/VR_NET/zipped/3/56_1_The_aquarium.zip,1,1,1,1,1,1,1,0,0,
66_1_Wake_the_Robot,/data/VR_NET/zipped/3/66_1_Wake_the_Robot.zip,1,1,1,1,1,1,1,0,0,
60_2_UFO_crash_site_venue,/data/VR_NET/zipped/3/60_2_UFO_crash_site_venue.zip,1,1,1,1,1,1,1,0,0,
68_2_Wake_the_Robot,/data/VR_NET/zipped/3/68_2_Wake_the_Robot.zip,1,1,1,1,1,1,1,0,0,
66_2_Kowloon,/data/VR_NET/zipped/3/66_2_Kowloon.zip,1,1,1,1,1,1,1,0,0,
61_2_UFO_crash_site_venue,/data/VR_NET/zipped/3/61_2_UFO_crash_site_venue.zip,0,1,1,1,1,1,1,0,0,
67_2_Kowloon,/data/VR_NET/zipped/3/67_2_Kowloon.zip,1,1,1,1,1,1,1,0,0,
58_1_The_aquarium,/data/VR_NET/zipped/3/58_1_The_aquarium.zip,1,1,1,1,1,1,1,0,0,
63_1_Kowloon,/data/VR_NET/zipped/3/63_1_Kowloon.zip,1,1,1,1,1,1,1,0,0,
58_2_UFO_crash_site_venue,/data/VR_NET/zipped/3/58_2_UFO_crash_site_venue.zip,1,1,1,1,1,1,1,0,0,
63_2_Wake_the_Robot,/data/VR_NET/zipped/3/63_2_Wake_the_Robot.zip,1,1,1,1,1,1,1,0,0,
65_1_Kowloon,/data/VR_NET/zipped/3/65_1_Kowloon.zip,1,1,1,1,1,1,1,0,0,
55_2_UFO_crash_site_venue,/data/VR_NET/zipped/3/55_2_UFO_crash_site_venue.zip,1,1,1,1,1,1,1,0,0,
68_1_Kowloon,/data/VR_NET/zipped/3/68_1_Kowloon.zip,1,1,1,1,1,1,1,0,0,
56_2_UFO_crash_site_venue,/data/VR_NET/zipped/3/56_2_UFO_crash_site_venue.zip,1,1,1,1,1,1,1,0,0,
65_2_Wake_the_Robot,/data/VR_NET/zipped/3/65_2_Wake_the_Robot.zip,1,1,1,1,1,1,1,0,0,
55_1_The_aquarium,/data/VR_NET/zipped/3/55_1_The_aquarium.zip,1,1,1,1,1,1,1,0,0,
67_1_Wake_the_Robot,/data/VR_NET/zipped/3/67_1_Wake_the_Robot.zip,1,1,1,1,1,1,1,0,0,
60_1_The_aquarium,/data/VR_NET/zipped/3/60_1_The_aquarium.zip,1,1,1,1,1,1,1,0,0,
48_2_Arena_Clash,/data/VR_NET/zipped/2/48_2_Arena_Clash.zip,1,1,1,1,1,1,1,0,0,
46_1_Scifi_Sandbox,/data/VR_NET/zipped/2/46_1_Scifi_Sandbox.zip,1,1,1,1,1,1,1,0,0,
52_1_Arena_Clash,/data/VR_NET/zipped/2/52_1_Arena_Clash.zip,1,1,1,1,1,1,1,0,0,
51_1_Scifi_Sandbox,/data/VR_NET/zipped/2/51_1_Scifi_Sandbox.zip,1,1,1,1,1,1,1,0,0,
53_2_The_aquarium,/data/VR_NET/zipped/2/53_2_The_aquarium.zip,1,1,1,1,1,1,1,0,0,
54_2_The_aquarium,/data/VR_NET/zipped/2/54_2_The_aquarium.zip,1,1,1,1,1,1,1,0,0,
50_2_Arena_Clash,/data/VR_NET/zipped/2/50_2_Arena_Clash.zip,1,1,1,1,1,1,1,0,0,
46_2_Arena_Clash,/data/VR_NET/zipped/2/46_2_Arena_Clash.zip,1,1,1,1,1,1,1,0,0,
50_1_Scifi_Sandbox,/data/VR_NET/zipped/2/50_1_Scifi_Sandbox.zip,1,1,1,1,1,1,1,0,0,
42_1_Super_Rumble,/data/VR_NET/zipped/2/42_1_Super_Rumble.zip,0,1,1,1,1,1,1,0,0,
41_2_Citadel,/data/VR_NET/zipped/2/41_2_Citadel.zip,1,1,1,1,1,1,1,0,0,
41_1_Super_Rumble,/data/VR_NET/zipped/2/41_1_Super_Rumble.zip,1,1,1,1,1,1,1,0,0,
52_2_Scifi_Sandbox,/data/VR_NET/zipped/2/52_2_Scifi_Sandbox.zip,1,1,1,1,1,1,1,0,0,
51_2_Arena_Clash,/data/VR_NET/zipped/2/51_2_Arena_Clash.zip,1,1,1,1,1,1,1,0,0,
54_1_UFO_crash_site_venue,/data/VR_NET/zipped/2/54_1_UFO_crash_site_venue.zip,1,1,1,1,1,1,1,0,0,
44_1_Arena_Clash,/data/VR_NET/zipped/2/44_1_Arena_Clash.zip,1,1,1,1,1,1,1,0,0,
48_1_Scifi_Sandbox,/data/VR_NET/zipped/2/48_1_Scifi_Sandbox.zip,1,1,1,1,1,1,1,0,0,
44_2_Scifi_Sandbox,/data/VR_NET/zipped/2/44_2_Scifi_Sandbox.zip,1,1,1,1,1,1,1,0,0,
235_2_Breakneck_Canyon,/data/VR_NET/zipped/14/235_2_Breakneck_Canyon.zip,1,1,1,0,0,1,1,1,0,
229_2_Breakneck_Canyon,/data/VR_NET/zipped/14/229_2_Breakneck_Canyon.zip,1,1,1,0,0,1,1,1,0,
226_2_Puddles_Theme_Park,/data/VR_NET/zipped/14/226_2_Puddles_Theme_Park.zip,1,1,1,0,0,1,1,1,0,
233_1_Puddles_Water_Park,/data/VR_NET/zipped/14/233_1_Puddles_Water_Park.zip,1,1,1,0,0,1,1,1,0,
230_2_Breakneck_Canyon,/data/VR_NET/zipped/14/230_2_Breakneck_Canyon.zip,1,1,1,0,0,1,1,1,0,
231_1_Puddles_Water_Park,/data/VR_NET/zipped/14/231_1_Puddles_Water_Park.zip,1,1,1,0,0,1,1,1,0,
227_1_Fun_House,/data/VR_NET/zipped/14/227_1_Fun_House.zip,1,1,1,0,0,1,1,1,0,
227_2_Puddles_Theme_Park,/data/VR_NET/zipped/14/227_2_Puddles_Theme_Park.zip,1,1,1,0,0,1,1,1,0,
236_2_Breakneck_Canyon,/data/VR_NET/zipped/14/236_2_Breakneck_Canyon.zip,1,1,1,0,0,1,1,1,0,
224_1_Fun_House,/data/VR_NET/zipped/14/224_1_Fun_House.zip,1,1,1,0,0,1,1,1,0,
237_2_Puddles_Water_Park,/data/VR_NET/zipped/14/237_2_Puddles_Water_Park.zip,1,1,1,0,0,1,1,1,0,
235_1_Puddles_Water_Park,/data/VR_NET/zipped/14/235_1_Puddles_Water_Park.zip,1,1,1,0,0,1,1,1,0,
223_2_Fun_House,/data/VR_NET/zipped/14/223_2_Fun_House.zip,1,1,1,0,0,1,1,1,0,
230_1_Puddles_Water_Park,/data/VR_NET/zipped/14/230_1_Puddles_Water_Park.zip,1,1,1,0,0,1,1,1,0,
225_2_Puddles_Theme_Park,/data/VR_NET/zipped/14/225_2_Puddles_Theme_Park.zip,1,1,1,0,0,1,1,1,0,
226_1_Fun_House,/data/VR_NET/zipped/14/226_1_Fun_House.zip,1,1,1,0,0,1,1,1,0,
224_2_Puddles_Theme_Park,/data/VR_NET/zipped/14/224_2_Puddles_Theme_Park.zip,1,1,1,0,0,1,1,1,0,
236_1_Puddles_Water_Park,/data/VR_NET/zipped/14/236_1_Puddles_Water_Park.zip,1,1,1,0,0,1,1,1,0,
223_1_Puddles_Theme_Park,/data/VR_NET/zipped/14/223_1_Puddles_Theme_Park.zip,1,1,1,0,0,1,1,1,0,
238_1_Slash,/data/VR_NET/zipped/14/238_1_Slash.zip,1,1,1,0,0,1,1,1,0,
225_1_Fun_House,/data/VR_NET/zipped/14/225_1_Fun_House.zip,1,1,1,0,0,1,1,1,0,
232_2_Breakneck_Canyon,/data/VR_NET/zipped/14/232_2_Breakneck_Canyon.zip,1,1,1,0,0,1,1,1,0,
229_1_Puddles_Water_Park,/data/VR_NET/zipped/14/229_1_Puddles_Water_Park.zip,1,1,1,0,0,1,1,1,0,
231_2_Breakneck_Canyon,/data/VR_NET/zipped/14/231_2_Breakneck_Canyon.zip,1,1,1,0,0,1,1,1,0,
228_1_Puddles_Water_Park,/data/VR_NET/zipped/14/228_1_Puddles_Water_Park.zip,1,1,1,0,0,1,1,1,0,
228_2_Breakneck_Canyon,/data/VR_NET/zipped/14/228_2_Breakneck_Canyon.zip,1,1,1,0,0,1,1,1,0,
237_1_Breakneck_Canyon,/data/VR_NET/zipped/14/237_1_Breakneck_Canyon.zip,1,1,1,0,0,1,1,1,0,
232_1_Puddles_Water_Park,/data/VR_NET/zipped/14/232_1_Puddles_Water_Park.zip,1,1,1,0,0,1,1,1,0,
234_2_Breakneck_Canyon,/data/VR_NET/zipped/14/234_2_Breakneck_Canyon.zip,1,1,1,0,0,1,1,1,0,
234_1_Puddles_Water_Park,/data/VR_NET/zipped/14/234_1_Puddles_Water_Park.zip,1,1,1,0,0,1,1,1,0,
304_2_Kawaii_Urgent_Care,/data/VR_NET/zipped/18/304_2_Kawaii_Urgent_Care.zip,0,1,1,1,1,1,1,1,0,
302_1_New_Olympus,/data/VR_NET/zipped/18/302_1_New_Olympus.zip,1,1,1,0,0,1,1,1,0,
296_2_Kawaii_Fire_Station,/data/VR_NET/zipped/18/296_2_Kawaii_Fire_Station.zip,1,1,1,0,0,1,1,1,0,
301_2_Kawaii_Urgent_Care,/data/VR_NET/zipped/18/301_2_Kawaii_Urgent_Care.zip,1,1,1,0,0,1,1,1,0,
294_2_Kawaii_Fire_Station,/data/VR_NET/zipped/18/294_2_Kawaii_Fire_Station.zip,1,1,1,0,0,1,1,1,0,
295_1_Man_of_Moon_Mountain,/data/VR_NET/zipped/18/295_1_Man_of_Moon_Mountain.zip,1,1,1,0,0,1,1,1,0,
302_2_Kawaii_Urgent_Care,/data/VR_NET/zipped/18/302_2_Kawaii_Urgent_Care.zip,1,1,1,0,0,1,1,1,0,
298_2_Kawaii_Fire_Station,/data/VR_NET/zipped/18/298_2_Kawaii_Fire_Station.zip,1,1,1,0,0,1,1,1,0,
297_2_Kawaii_Fire_Station,/data/VR_NET/zipped/18/297_2_Kawaii_Fire_Station.zip,1,1,1,0,0,1,1,1,0,
304_1_New_Olympus,/data/VR_NET/zipped/18/304_1_New_Olympus.zip,1,1,1,0,0,1,1,1,0,
300_2_Kawaii_Urgent_Care,/data/VR_NET/zipped/18/300_2_Kawaii_Urgent_Care.zip,1,1,1,0,0,1,1,1,0,
305_2_Kawaii_Urgent_Care,/data/VR_NET/zipped/18/305_2_Kawaii_Urgent_Care.zip,1,1,1,0,0,1,1,1,0,
299_2_Kawaii_Urgent_Care,/data/VR_NET/zipped/18/299_2_Kawaii_Urgent_Care.zip,1,1,1,0,0,1,1,1,0,
299_1_New_Olympus,/data/VR_NET/zipped/18/299_1_New_Olympus.zip,1,1,1,0,0,1,1,1,0,
303_2_Kawaii_Urgent_Care,/data/VR_NET/zipped/18/303_2_Kawaii_Urgent_Care.zip,1,1,1,0,0,1,1,1,0,
301_1_New_Olympus,/data/VR_NET/zipped/18/301_1_New_Olympus.zip,1,1,1,0,0,0,1,1,0,
306_1_Kawaii_Urgent_Care,/data/VR_NET/zipped/18/306_1_Kawaii_Urgent_Care.zip,1,1,1,0,0,0,1,1,0,
306_2_New_Olympus,/data/VR_NET/zipped/18/306_2_New_Olympus.zip,1,1,1,0,0,1,1,1,0,
297_1_Man_of_Moon_Mountain,/data/VR_NET/zipped/18/297_1_Man_of_Moon_Mountain.zip,1,1,1,0,0,1,1,1,0,
307_1_New_Olympus,/data/VR_NET/zipped/18/307_1_New_Olympus.zip,1,1,1,0,0,1,1,1,0,
298_1_Man_of_Moon_Mountain,/data/VR_NET/zipped/18/298_1_Man_of_Moon_Mountain.zip,1,1,1,0,0,1,1,1,0,
307_2_Kawaii_Urgent_Care,/data/VR_NET/zipped/18/307_2_Kawaii_Urgent_Care.zip,1,1,1,0,0,1,1,1,0,
305_1_New_Olympus,/data/VR_NET/zipped/18/305_1_New_Olympus.zip,1,1,1,0,0,1,1,1,0,
294_1_Man_of_Moon_Mountain,/data/VR_NET/zipped/18/294_1_Man_of_Moon_Mountain.zip,1,1,1,0,0,1,1,1,0,
296_1_Man_of_Moon_Mountain,/data/VR_NET/zipped/18/296_1_Man_of_Moon_Mountain.zip,1,1,1,0,0,1,1,1,0,
295_2_Kawaii_Fire_Station,/data/VR_NET/zipped/18/295_2_Kawaii_Fire_Station.zip,1,1,1,0,0,1,1,1,0,
308_1_Kawaii_Urgent_Care,/data/VR_NET/zipped/18/308_1_Kawaii_Urgent_Care.zip,1,1,1,0,0,1,1,1,0,
308_2_New_Olympus,/data/VR_NET/zipped/18/308_2_New_Olympus.zip,1,1,1,0,0,1,1,1,0,
300_1_New_Olympus,/data/VR_NET/zipped/18/300_1_New_Olympus.zip,1,1,1,0,0,1,1,1,0,
318_2_Mech_Playground,/data/VR_NET/zipped/20/318_2_Mech_Playground.zip,1,1,1,0,0,1,1,1,0,
322_2_Metablocks_Adventure,/data/VR_NET/zipped/20/322_2_Metablocks_Adventure.zip,1,1,1,0,0,1,1,1,0,
316_1_Escape_Puzzle_Mansion,/data/VR_NET/zipped/20/316_1_Escape_Puzzle_Mansion.zip,1,1,1,0,0,1,1,1,0,
315_1_Escape_Puzzle_Mansion,/data/VR_NET/zipped/20/315_1_Escape_Puzzle_Mansion.zip,1,1,1,0,0,1,1,1,0,
315_2_Mech_Playground,/data/VR_NET/zipped/20/315_2_Mech_Playground.zip,1,1,1,0,0,1,1,1,0,
328_1_Wood_Warehouse,/data/VR_NET/zipped/20/328_1_Wood_Warehouse.zip,1,1,1,0,0,1,1,1,0,
316_2_Mech_Playground,/data/VR_NET/zipped/20/316_2_Mech_Playground.zip,1,1,1,0,0,1,1,1,0,
318_1_Escape_Puzzle_Mansion,/data/VR_NET/zipped/20/318_1_Escape_Puzzle_Mansion.zip,1,1,1,0,0,1,1,1,0,
324_1_Metablocks_Adventure,/data/VR_NET/zipped/20/324_1_Metablocks_Adventure.zip,1,1,1,0,0,1,1,1,0,
324_2_Wood_Warehouse,/data/VR_NET/zipped/20/324_2_Wood_Warehouse.zip,1,1,1,0,0,1,1,1,0,
317_2_Mech_Playground,/data/VR_NET/zipped/20/317_2_Mech_Playground.zip,1,1,1,0,0,1,1,1,0,
327_2_Metablocks_Adventure,/data/VR_NET/zipped/20/327_2_Metablocks_Adventure.zip,1,1,1,0,0,1,1,1,0,
323_1_Metablocks_Adventure,/data/VR_NET/zipped/20/323_1_Metablocks_Adventure.zip,1,1,1,0,0,1,1,1,0,
323_2_Wood_Warehouse,/data/VR_NET/zipped/20/323_2_Wood_Warehouse.zip,1,1,1,0,0,0,1,1,0,
328_2_Metablocks_Adventure,/data/VR_NET/zipped/20/328_2_Metablocks_Adventure.zip,1,1,1,0,0,0,1,1,0,
326_1_Wood_Warehouse,/data/VR_NET/zipped/20/326_1_Wood_Warehouse.zip,1,1,1,0,0,1,1,1,0,
319_2_Metablocks_Adventure,/data/VR_NET/zipped/20/319_2_Metablocks_Adventure.zip,1,1,1,0,0,1,1,1,0,
319_1_Wood_Warehouse,/data/VR_NET/zipped/20/319_1_Wood_Warehouse.zip,1,1,1,0,0,1,1,1,0,
321_1_Wood_Warehouse,/data/VR_NET/zipped/20/321_1_Wood_Warehouse.zip,1,1,1,0,0,1,1,1,0,
317_1_Escape_Puzzle_Mansion,/data/VR_NET/zipped/20/317_1_Escape_Puzzle_Mansion.zip,1,1,1,0,0,1,1,1,0,
327_1_Wood_Warehouse,/data/VR_NET/zipped/20/327_1_Wood_Warehouse.zip,1,1,1,0,0,1,1,1,0,
314_1_Mech_Playground,/data/VR_NET/zipped/20/314_1_Mech_Playground.zip,1,1,1,0,0,1,1,1,0,
326_2_Metablocks_Adventure,/data/VR_NET/zipped/20/326_2_Metablocks_Adventure.zip,1,1,1,0,0,1,1,1,0,
325_2_Metablocks_Adventure,/data/VR_NET/zipped/20/325_2_Metablocks_Adventure.zip,1,1,1,0,0,1,1,1,0,
322_1_Wood_Warehouse,/data/VR_NET/zipped/20/322_1_Wood_Warehouse.zip,1,1,1,0,0,1,1,1,0,
320_1_Wood_Warehouse,/data/VR_NET/zipped/20/320_1_Wood_Warehouse.zip,1,1,1,0,0,1,1,1,0,
320_2_Metablocks_Adventure,/data/VR_NET/zipped/20/320_2_Metablocks_Adventure.zip,1,1,1,0,0,1,1,1,0,
325_1_Wood_Warehouse,/data/VR_NET/zipped/20/325_1_Wood_Warehouse.zip,1,1,1,0,0,1,1,1,0,
321_2_Metablocks_Adventure,/data/VR_NET/zipped/20/321_2_Metablocks_Adventure.zip,1,1,1,0,0,1,1,1,0,
314_2_Escape_Puzzle_Mansion,/data/VR_NET/zipped/20/314_2_Escape_Puzzle_Mansion.zip,1,1,1,0,0,1,1,1,0,
247_1_Slash,/data/VR_NET/zipped/15/247_1_Slash.zip,1,1,1,0,0,1,1,1,0,
249_1_Octopus_Bash,/data/VR_NET/zipped/15/249_1_Octopus_Bash.zip,1,1,1,0,0,1,1,1,0,
245_2_Born_With_Power,/data/VR_NET/zipped/15/245_2_Born_With_Power.zip,1,1,1,0,0,1,1,1,0,
244_1_Slash,/data/VR_NET/zipped/15/244_1_Slash.zip,1,1,1,0,0,1,1,1,0,
238_2_Born_With_Power,/data/VR_NET/zipped/15/238_2_Born_With_Power.zip,1,1,1,0,0,1,1,1,0,
